15/11/2022, "value"
15/11/2022, "value"
16/11/2022, "value"
16/11/2022, "value"
16/11/2022, "value"
17/11/2022, "value"
18/11/2022, "value"
18/11/2022, "value"
18/11/2022, "value"
18/11/2022, "value"
21/11/2022, "value"
21/11/2022, "value"
22/11/2022, "value"
22/11/2022, "value"
22/11/2022, "value"
22/11/2022, "value"
22/11/2022, "value"
22/11/2022, "value"
23/11/2022, "value"
23/11/2022, "value"
28/11/2022, "value"
29/11/2022, "value"
30/11/2022, "value"
01/12/2022, "value"
01/12/2022, "value"
01/12/2022, "value"
02/12/2022, "value"
02/12/2022, "value"
05/12/2022, "value"
06/12/2022, "value"
06/12/2022, "value"
07/12/2022, "value"
07/12/2022, "value"
07/12/2022, "value"
08/12/2022, "value"
08/12/2022, "value"
08/12/2022, "value"
09/12/2022, "value"
09/12/2022, "value"
09/12/2022, "value"
09/12/2022, "value"
09/12/2022, "value"
12/12/2022, "value"
12/12/2022, "value"
12/12/2022, "value"
13/12/2022, "value"
13/12/2022, "value"
13/12/2022, "value"
13/12/2022, "value"
15/12/2022, "value"
15/12/2022, "value"
16/12/2022, "value"
19/12/2022, "value"
20/12/2022, "value"
20/12/2022, "value"
21/12/2022, "value"
22/12/2022, "value"
22/12/2022, "value"
22/12/2022, "value"
23/12/2022, "value"
23/12/2022, "value"
26/12/2022, "value"
26/12/2022, "value"
27/12/2022, "value"
28/12/2022, "value"
28/12/2022, "value"
30/12/2022, "value"
30/12/2022, "value"
30/12/2022, "value"
30/12/2022, "value"
31/12/2022, "value"
